FINANCIAL_YEAR,COMPANY,BTERMSTEMPLATES,BILL_NO.,BILL_DATE,MONTH,YEAR,SRLNO,accd,CONTROL_ACCOUNT,CUSTOMER,COUNTRY,STATE,CITY,CONSIGNEE,itemcd,ITEM,QUANTITY,RATE,VALUE,LOCATIONNAME,personcd,SALESMAN,MAIN_GROUP,SUB_GROUP,ITEM_GROUP,locationcode
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01643/20-21,21-Jul-20,July,2020,1,5381,SUNDRY DEBTORS - DOMESTIC,SHRI RAM ENTERPRISE,INDIA,GUJARAT,RAJKOT,SHRI RAM ENTERPRISE,4034,TEKNOBRITE AZ 1085 M : 30 LTR CARBOYS,90,132.24,11901.6,ARTEK EXPORTS - TARAPUR,332,RAJKOT (SRE) ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01651/20-21,22-Jul-20,July,2020,1,22005,SUNDRY DEBTORS - DOMESTIC,SUNDRAM FASTENERS LTD. [V.CODE - 36407],INDIA,TAMILNADU,MADURAI,SUNDRAM FASTENERS LTD. [V.CODE - 36407],14621,KEMPAS OLIVE COMPOSITE 765 (SFL) : 5 LTR BOTTLE,120,94,11280,ARTEK EXPORTS - TARAPUR,1526,MADURAI/TRICHY ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01656/20-21,22-Jul-20,July,2020,1,21494,SUNDRY DEBTORS - DOMESTIC,VINOD CHEMICALS (N),INDIA,KARNATAKA,BANGALORE RURAL,VINOD CHEMICALS (N),34281,TEKNOBRITE AZ 4048 M DW SPL : 100 LTR DRUM,400,93.94,37576,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01670/20-21,22-Jul-20,July,2020,2,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,43166,ALUDINE GRAY 6 BX : 1 KGS BOTTLE,2,2850,5700,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02553/20-21,19-Aug-20,August,2020,1,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,3057,ALUMAX EC STABILIZER : 30 LTR CARBOYS,120,166,19920,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02553/20-21,19-Aug-20,August,2020,2,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,3046,ALUMAX COLD SEAL CS LIQUID : 30 LTR CARBOYS,180,180,32400,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02558/20-21,19-Aug-20,August,2020,1,11534,SUNDRY DEBTORS - DOMESTIC,SAI ELECTROCHEM,INDIA,GUJARAT,AHMEDABAD,SAI ELECTROCHEM,3099,ALUMAX SEAL H 7590 : 5 LTR BOTTLE,60,177,10620,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02559/20-21,19-Aug-20,August,2020,2,4903,SUNDRY DEBTORS - DOMESTIC,JOEL SALES CORPORATION,INDIA,GUJARAT,VADODARA,JOEL SALES CORPORATION,9146,MILLENIUM NCZ 511 B : 30 LTR CARBOYS,300,96,28800,ARTEK EXPORTS - TARAPUR,312,GUJRAT - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02559/20-21,19-Aug-20,August,2020,3,4903,SUNDRY DEBTORS - DOMESTIC,JOEL SALES CORPORATION,INDIA,GUJARAT,VADODARA,JOEL SALES CORPORATION,9166,MILLENIUM NCZ 511 C : 30 LTR CARBOYS,60,107,6420,ARTEK EXPORTS - TARAPUR,312,GUJRAT - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02567/20-21,20-Aug-20,August,2020,1,21961,SUNDRY DEBTORS - DOMESTIC,KHODAL SALES,INDIA,GUJARAT,AHMEDABAD,KHODAL SALES,33683,TEKNOBRITE AZ 2154 M : 30 LTR CARBOYS,150,89.12,13368,ARTEK EXPORTS - TARAPUR,313,GUJRAT - KHODAL MARKETING ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02622/20-21,21-Aug-20,August,2020,1,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,3090,ALUMAX SEAL C 2535 SUPER : 5 LTR BOTTLE,30,126,3780,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02623/20-21,21-Aug-20,August,2020,3,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,45524,KEMPAS BL 1600 (UN) : 30 LTR CARBOYS,150,160.21,24031.5,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02624/20-21,21-Aug-20,August,2020,1,4539,SUNDRY DEBTORS - DOMESTIC,ABHAY CHEMICALS INDUSTRIES,INDIA,MAHARASHTRA,AHEMEDNAGAR,ABHAY CHEMICALS INDUSTRIES,20764,MILLENIUM NCZ 1121 B : 30 LTR CARBOYS,30,96,2880,ARTEK EXPORTS - TARAPUR,296,AHMEDNAGAR - ABHAY ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02636/20-21,21-Aug-20,August,2020,2,19001,SUNDRY DEBTORS - DOMESTIC,SHREE KUBER K. TRADING CO. (S),INDIA,MAHARASHTRA,PALGHAR,SHREE KUBER K. TRADING CO. (S),21994,KEMPAS BZ 71 B : 30 LTR CARBOYS,60,105,6300,ARTEK EXPORTS - TARAPUR,333,S. G. GOSAR ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02638/20-21,21-Aug-20,August,2020,1,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,25250,ALUMAX COLD SEALING SALT NC : 5 KGS BOTTLE,90,915,82350,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02640/20-21,21-Aug-20,August,2020,2,5351,SUNDRY DEBTORS - DOMESTIC,SHIVA TRADERS,INDIA,HARYANA,GURUGRAM,SHIVA TRADERS,41052,SUPERSTAR AQ 50 MAINT SOLUN [D] : 30 LTR CARBOY,90,254,22860,ARTEK EXPORTS - TARAPUR,713,DELHI - SHIVA ,FINISHED GOODS,CHROME PLATING,CHROME AQ,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02640/20-21,21-Aug-20,August,2020,6,5351,SUNDRY DEBTORS - DOMESTIC,SHIVA TRADERS,INDIA,HARYANA,GURUGRAM,SHIVA TRADERS,4311,TEKNOBRITE AZ 2085 R : 5 LTR BOTTLE,10,184,1840,ARTEK EXPORTS - TARAPUR,713,DELHI - SHIVA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02644/20-21,21-Aug-20,August,2020,2,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,25362,ALUMAX COLD SEALING SALT NC : 1 KGS BOTTLE,20,1150,23000,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02243/20-21,8-Aug-20,August,2020,3,18778,SUNDRY DEBTORS - DOMESTIC,VIR SALES,INDIA,MAHARASHTRA,NAGPUR,VIR SALES,14884,KEMPAS TY B : 5 LTR BOTTLE,10,154.84,1548.4,ARTEK EXPORTS - TARAPUR,1279,RAIPUR ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02243/20-21,8-Aug-20,August,2020,6,18778,SUNDRY DEBTORS - DOMESTIC,VIR SALES,INDIA,MAHARASHTRA,NAGPUR,VIR SALES,4811,MISTONIL L : 1 LTR BOTTLE.,4,2271.25,9085,ARTEK EXPORTS - TARAPUR,1279,RAIPUR ,FINISHED GOODS,CHROME PLATING,CHROME OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02244/20-21,8-Aug-20,August,2020,3,18778,SUNDRY DEBTORS - DOMESTIC,VIR SALES,INDIA,MAHARASHTRA,NAGPUR,VIR SALES,43277,SURFOLIN SK 40 : 30 KGS BAG,90,67.15,6043.5,ARTEK EXPORTS - TARAPUR,1279,RAIPUR ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02249/20-21,8-Aug-20,August,2020,6,21494,SUNDRY DEBTORS - DOMESTIC,VINOD CHEMICALS (N),INDIA,KARNATAKA,BANGALORE RURAL,VINOD CHEMICALS (N),43013,MILLENIUM NCZ 301 CONDITIONER : 6 KGS BOTTLE,36,49.28,1774.08,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02250/20-21,8-Aug-20,August,2020,3,21494,SUNDRY DEBTORS - DOMESTIC,VINOD CHEMICALS (N),INDIA,KARNATAKA,BANGALORE RURAL,VINOD CHEMICALS (N),16159,ALUDINE BLACK MCJ : 1 KGS BOTTLE,1,1516.9,1516.9,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02250/20-21,8-Aug-20,August,2020,4,21494,SUNDRY DEBTORS - DOMESTIC,VINOD CHEMICALS (N),INDIA,KARNATAKA,BANGALORE RURAL,VINOD CHEMICALS (N),4234,TEKNOBRITE AZ 2048 M : 5 LTR BOTTLE,30,110.88,3326.4,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02252/20-21,8-Aug-20,August,2020,4,16456,SUNDRY DEBTORS - DOMESTIC,HAZIRA CHEMICALS (KN),INDIA,KARNATAKA,BENGALURU,HAZIRA CHEMICALS (KN),14661,KEMPAS OLIVE COMPOSITE 865 : 5 LTR BOTTLE,60,228,13680,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02253/20-21,8-Aug-20,August,2020,1,16456,SUNDRY DEBTORS - DOMESTIC,HAZIRA CHEMICALS (KN),INDIA,KARNATAKA,BENGALURU,HAZIRA CHEMICALS (KN),9625,KEMPAS 1600 : 5 LTR BOTTLE,90,247,22230,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01671/20-21,22-Jul-20,July,2020,3,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,5004,SURFOLIN AL 26 : 30 KGS BAG,150,171,25650,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01674/20-21,22-Jul-20,July,2020,2,10173,SUNDRY DEBTORS - DOMESTIC,GARG INDUSTRIES (UNIT II),INDIA,UTTAR PRADESH,NOIDA,GARG INDUSTRIES (UNIT II),39763,MILLENIUM NCZ 1121 BK : 30 LTR CARBOY,150,66.5,9975,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01675/20-21,22-Jul-20,July,2020,1,11534,SUNDRY DEBTORS - DOMESTIC,SAI ELECTROCHEM,INDIA,GUJARAT,AHMEDABAD,SAI ELECTROCHEM,35013,ALUMAX ETCH 7 CM : 5 KGS BOTTLE,60,196,11760,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01675/20-21,22-Jul-20,July,2020,2,11534,SUNDRY DEBTORS - DOMESTIC,SAI ELECTROCHEM,INDIA,GUJARAT,AHMEDABAD,SAI ELECTROCHEM,2774,ALUMAX COLD SEALING SALT CS : 5 KGS BOTTLE,30,1000,30000,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01679/20-21,22-Jul-20,July,2020,1,5381,SUNDRY DEBTORS - DOMESTIC,SHRI RAM ENTERPRISE,INDIA,GUJARAT,RAJKOT,SHRI RAM ENTERPRISE,8903,MILLENIUM NCZ 511 SALT : 50 KGS DRUM,200,109.2,21840,ARTEK EXPORTS - TARAPUR,332,RAJKOT (SRE) ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01680/20-21,22-Jul-20,July,2020,1,5351,SUNDRY DEBTORS - DOMESTIC,SHIVA TRADERS,INDIA,HARYANA,GURUGRAM,SHIVA TRADERS,14839,KEMPAS TRH 295 M : 30 LTR CARBOYS,300,255,76500,ARTEK EXPORTS - TARAPUR,713,DELHI - SHIVA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01683/20-21,22-Jul-20,July,2020,2,4751,SUNDRY DEBTORS - DOMESTIC,EMTECH ENTERPRISES,INDIA,PUNJAB,CHANDIGARH [PUNJAB],EMTECH ENTERPRISES,5053,SURFOLIN EC 94 : 30 KGS BAG,180,87,15660,ARTEK EXPORTS - TARAPUR,712,DELHI - EMTECH ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01683/20-21,22-Jul-20,July,2020,3,4751,SUNDRY DEBTORS - DOMESTIC,EMTECH ENTERPRISES,INDIA,PUNJAB,CHANDIGARH [PUNJAB],EMTECH ENTERPRISES,5004,SURFOLIN AL 26 : 30 KGS BAG,120,138.5,16620,ARTEK EXPORTS - TARAPUR,712,DELHI - EMTECH ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02644/20-21,21-Aug-20,August,2020,5,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,46081,MILLENIUM NCZ SUPER 511 A : 5 LTR BOTTLE,150,184,27600,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02646/20-21,21-Aug-20,August,2020,3,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,45319,TEKNOBRITE AZ 1048 M (..) : 5 LTR BOTTLE,300,125.37,37611,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02652/20-21,21-Aug-20,August,2020,2,17375,SUNDRY DEBTORS - DOMESTIC,ALPHA COATS.,INDIA,MAHARASHTRA,PALGHAR,ALPHA COATS.,2806,ALUMAX COLOURING SALT : 5 KGS BOTTLE,60,1350,81000,ARTEK EXPORTS - TARAPUR,1693,DIRECT-AND ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02653/20-21,24-Aug-20,August,2020,1,16856,SUNDRY DEBTORS - DOMESTIC,FINE THREAD FORM INDUSTRIES,INDIA,GUJARAT,RAJKOT,FINE THREAD FORM INDUSTRIES,4034,TEKNOBRITE AZ 1085 M : 30 LTR CARBOYS,510,174,88740,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02656/20-21,24-Aug-20,August,2020,3,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,16380,TEKNOBRITE AZ AF S : 1 LTR BOTTLE,60,389,23340,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02659/20-21,24-Aug-20,August,2020,1,17486,SUNDRY DEBTORS - DOMESTIC,SURAJ HINGES PVT. LTD.,INDIA,PUNJAB,RAJPURA,SURAJ HINGES PVT. LTD.,5138,SURFOLIN NC 924 : 30 KGS BAG,660,100,66000,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02665/20-21,24-Aug-20,August,2020,2,4556,SUNDRY DEBTORS - DOMESTIC,AJANTA CHEMICALS & MINERALS,INDIA,UTTAR PRADESH,KANPUR,AJANTA CHEMICALS & MINERALS,4621,MISTONIL : 250 GMS BOTTLE,1,3085,3085,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHROME PLATING,CHROME OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02665/20-21,24-Aug-20,August,2020,4,4556,SUNDRY DEBTORS - DOMESTIC,AJANTA CHEMICALS & MINERALS,INDIA,UTTAR PRADESH,KANPUR,AJANTA CHEMICALS & MINERALS,33916,TEKNOBRITE AZ 2942 M : 5 LTR BOTTLE,120,153,18360,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02570/20-21,20-Aug-20,August,2020,1,22384,SUNDRY DEBTORS - DOMESTIC,OSCAR TRADING,INDIA,GUJARAT,JAMNAGAR,OSCAR TRADING,18950,ARMOUR OHS C 345 SALT : 50 KGS DRUM,300,305.76,91728,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02572/20-21,20-Aug-20,August,2020,1,9009,SUNDRY DEBTORS - DOMESTIC,SAGAR CHEMICALS (F),INDIA,GUJARAT,VAPI,SAGAR CHEMICALS (F),4564,DECOREX BRIGHTNER : 1 KGS BOTTLE,10,183.3,1833,ARTEK EXPORTS - TARAPUR,308,FAIRDEAL - VAPI ,FINISHED GOODS,CHROME PLATING,CHROME OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02574/20-21,20-Aug-20,August,2020,4,5203,SUNDRY DEBTORS - DOMESTIC,PUSHPA CHEMICALS [N],INDIA,KARNATAKA,BANGALORE URBAN,PUSHPA CHEMICALS [N],33545,TEKNOBRITE AZ 4048 R : 5 LTR BOTTLE,90,105.49,9494.1,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02574/20-21,20-Aug-20,August,2020,5,5203,SUNDRY DEBTORS - DOMESTIC,PUSHPA CHEMICALS [N],INDIA,KARNATAKA,BANGALORE URBAN,PUSHPA CHEMICALS [N],33789,TEKNOBRITE AZ 4048 R : 30 LTR CARBOYS,30,100.87,3026.1,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02574/20-21,20-Aug-20,August,2020,6,5203,SUNDRY DEBTORS - DOMESTIC,PUSHPA CHEMICALS [N],INDIA,KARNATAKA,BANGALORE URBAN,PUSHPA CHEMICALS [N],3099,ALUMAX SEAL H 7590 : 5 LTR BOTTLE,5,181.72,908.6,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02575/20-21,20-Aug-20,August,2020,2,16456,SUNDRY DEBTORS - DOMESTIC,HAZIRA CHEMICALS (KN),INDIA,KARNATAKA,BENGALURU,HAZIRA CHEMICALS (KN),14541,KEMPAS IR 852 : 5 LTR BOTTLE,30,266,7980,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02576/20-21,20-Aug-20,August,2020,1,22011,SUNDRY DEBTORS - DOMESTIC,GOMATHI AGENCIES,INDIA,TAMILNADU,MADURAI,GOMATHI AGENCIES,14539,KEMPAS IR 852 : 30 LTR CARBOYS,30,260,7800,ARTEK EXPORTS - TARAPUR,1526,MADURAI/TRICHY ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02577/20-21,20-Aug-20,August,2020,1,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,5283,SURFOLIN EC 54 : 30 LTR CARBOYS,210,58.07,12194.7,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02667/20-21,24-Aug-20,August,2020,7,4556,SUNDRY DEBTORS - DOMESTIC,AJANTA CHEMICALS & MINERALS,INDIA,UTTAR PRADESH,KANPUR,AJANTA CHEMICALS & MINERALS,18620,TEKNOBRITE AZ 1185 R : 5 LTR BOTTLE,30,155,4650,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02678/20-21,24-Aug-20,August,2020,1,22002,SUNDRY DEBTORS - DOMESTIC,"KISHAN CHEMICALS,",INDIA,TAMILNADU,CHENNAI,"KISHAN CHEMICALS,",14755,KEMPAS TR 375 A : 30 LTR CARBOYS,150,300,45000,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02679/20-21,24-Aug-20,August,2020,5,8417,SUNDRY DEBTORS - DOMESTIC,NAKODA CHEMICALS (N),INDIA,KARNATAKA,BENGALURU,NAKODA CHEMICALS (N),4176,TEKNOBRITE AZ 1245 M : 5 LTR BOTTLE,15,115.5,1732.5,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02681/20-21,24-Aug-20,August,2020,3,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,9784,KEMPAS BL 100 : 5 LTR BOTTLE,60,76.45,4587,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02686/20-21,24-Aug-20,August,2020,5,23076,SUNDRY DEBTORS - DOMESTIC,SHINESURFACE CHEMICALS PVT. LTD.,INDIA,MAHARASHTRA,PUNE,SHINESURFACE CHEMICALS PVT. LTD.,9251,MILLENIUM NCZ MAKE UP SOLN. : 5 LTR BOTTLE,30,168,5040,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02687/20-21,24-Aug-20,August,2020,2,23076,SUNDRY DEBTORS - DOMESTIC,SHINESURFACE CHEMICALS PVT. LTD.,INDIA,MAHARASHTRA,PUNE,SHINESURFACE CHEMICALS PVT. LTD.,3919,TEKNOBRITE AZ 1054 M : 30 LTR CARBOYS,210,168,35280,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
