FINANCIAL_YEAR,COMPANY,BTERMSTEMPLATES,BILL_NO.,BILL_DATE,MONTH,YEAR,SRLNO,accd,CONTROL_ACCOUNT,CUSTOMER,COUNTRY,STATE,CITY,CONSIGNEE,itemcd,ITEM,QUANTITY,RATE,VALUE,LOCATIONNAME,personcd,SALESMAN,MAIN_GROUP,SUB_GROUP,ITEM_GROUP,locationcode
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01132/20-21,4-Jul-20,July,2020,6,5205,SUNDRY DEBTORS - DOMESTIC,QUALITY AGENCIES,INDIA,MADHYA PRADESH,INDORE,QUALITY AGENCIES,20346,MILLENIUM NCZ 1121 C : 5 LTR BOTTLE,20,182,3640,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01136/20-21,4-Jul-20,July,2020,6,5205,SUNDRY DEBTORS - DOMESTIC,QUALITY AGENCIES,INDIA,MADHYA PRADESH,INDORE,QUALITY AGENCIES,20343,MILLENIUM NCZ 1121 DUCTILIZER : 5 LTR BOTTLE,20,157,3140,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01138/20-21,4-Jul-20,July,2020,2,16456,SUNDRY DEBTORS - DOMESTIC,HAZIRA CHEMICALS (KN),INDIA,KARNATAKA,BENGALURU,HAZIRA CHEMICALS (KN),4245,TEKNOBRITE AZ 2048 R : 5 LTR BOTTLE,30,142,4260,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01140/20-21,4-Jul-20,July,2020,3,21494,SUNDRY DEBTORS - DOMESTIC,VINOD CHEMICALS (N),INDIA,KARNATAKA,BANGALORE RURAL,VINOD CHEMICALS (N),40220,KEMPAS BL 2500 DW SPL - 30 LTR CARBOYS,510,170.17,86786.7,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01140/20-21,4-Jul-20,July,2020,5,21494,SUNDRY DEBTORS - DOMESTIC,VINOD CHEMICALS (N),INDIA,KARNATAKA,BANGALORE RURAL,VINOD CHEMICALS (N),4234,TEKNOBRITE AZ 2048 M : 5 LTR BOTTLE,120,107.03,12843.6,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01144/20-21,4-Jul-20,July,2020,1,22005,SUNDRY DEBTORS - DOMESTIC,SUNDRAM FASTENERS LTD. [V.CODE - 36407],INDIA,TAMILNADU,MADURAI,SUNDRAM FASTENERS LTD. [V.CODE - 36407],14621,KEMPAS OLIVE COMPOSITE 765 (SFL) : 5 LTR BOTTLE,120,94,11280,ARTEK EXPORTS - TARAPUR,1526,MADURAI/TRICHY ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01146/20-21,4-Jul-20,July,2020,5,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,33683,TEKNOBRITE AZ 2154 M : 30 LTR CARBOYS,60,110,6600,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01074/20-21,2-Jul-20,July,2020,3,19625,SUNDRY DEBTORS - DOMESTIC,NILPESH METALS.,INDIA,MAHARASHTRA,PUNE,NILPESH METALS.,3921,TEKNOBRITE AZ 1054 M : 5 LTR BOTTLE,30,131.82,3954.6,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01076/20-21,2-Jul-20,July,2020,3,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,35013,ALUMAX ETCH 7 CM : 5 KGS BOTTLE,30,261,7830,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01077/20-21,2-Jul-20,July,2020,3,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,33227,KEMPAS BL 3100 : 4 LTR BOTTLE,24,194,4656,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01081/20-21,2-Jul-20,July,2020,3,22585,SUNDRY DEBTORS - DOMESTIC,R.R. METALS AND CHEMICALS,INDIA,KARNATAKA,BANGALORE URBAN,R.R. METALS AND CHEMICALS,14755,KEMPAS TR 375 A : 30 LTR CARBOYS,120,304,36480,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01084/20-21,2-Jul-20,July,2020,2,22336,SUNDRY DEBTORS - DOMESTIC,A.K. ENGINEERING,INDIA,MADHYA PRADESH,INDORE,A.K. ENGINEERING,19159,TEKNOBRITE AZ 1185 R : 30 LTR CARBOYS,90,142,12780,ARTEK EXPORTS - TARAPUR,1528,MP-MANISH ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01085/20-21,2-Jul-20,July,2020,2,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,4523,ARMOUR H.S. CHROME SALT : 5 KGS BOTTLE,30,403,12090,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01086/20-21,2-Jul-20,July,2020,5,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,3057,ALUMAX EC STABILIZER : 30 LTR CARBOYS,60,166,9960,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00775/20-21,23-Jun-20,June,2020,2,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,27735,MILLENIUM NCZ 2911 B: 30 LTR CARBOYS,60,73.92,4435.2,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00776/20-21,23-Jun-20,June,2020,5,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,20764,MILLENIUM NCZ 1121 B : 30 LTR CARBOYS,30,73.92,2217.6,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00780/20-21,23-Jun-20,June,2020,4,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,43277,SURFOLIN SK 40 : 30 KGS BAG,150,65,9750,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00785/20-21,24-Jun-20,June,2020,2,4903,SUNDRY DEBTORS - DOMESTIC,JOEL SALES CORPORATION,INDIA,GUJARAT,VADODARA,JOEL SALES CORPORATION,5125,SURFOLIN LOW ENERGY CLEANER : 50 KGS BAG,250,80,20000,ARTEK EXPORTS - TARAPUR,312,GUJRAT - AREA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00787/20-21,24-Jun-20,June,2020,4,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,48148,KEMPAS BL 15 FBD : 5 KGS BOTTLE,300,201,60300,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00789/20-21,24-Jun-20,June,2020,1,5381,SUNDRY DEBTORS - DOMESTIC,SHRI RAM ENTERPRISE,INDIA,GUJARAT,RAJKOT,SHRI RAM ENTERPRISE,4591,METABRITE CHROME SALT : 5 KGS BOTTLE,30,314.34,9430.2,ARTEK EXPORTS - TARAPUR,332,RAJKOT (SRE) ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00790/20-21,24-Jun-20,June,2020,1,6564,SUNDRY DEBTORS - DOMESTIC,JIGAR CHEMICALS,INDIA,GUJARAT,JAMNAGAR,JIGAR CHEMICALS,4034,TEKNOBRITE AZ 1085 M : 30 LTR CARBOYS,300,169,50700,ARTEK EXPORTS - TARAPUR,361,GUJRAT - JIGAR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00790/20-21,24-Jun-20,June,2020,2,6564,SUNDRY DEBTORS - DOMESTIC,JIGAR CHEMICALS,INDIA,GUJARAT,JAMNAGAR,JIGAR CHEMICALS,4065,TEKNOBRITE AZ 1085 R : 30 LTR CARBOYS,150,174,26100,ARTEK EXPORTS - TARAPUR,361,GUJRAT - JIGAR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01135/20-21,4-Jul-20,July,2020,2,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,3057,ALUMAX EC STABILIZER : 30 LTR CARBOYS,30,166,4980,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01136/20-21,4-Jul-20,July,2020,4,5205,SUNDRY DEBTORS - DOMESTIC,QUALITY AGENCIES,INDIA,MADHYA PRADESH,INDORE,QUALITY AGENCIES,3921,TEKNOBRITE AZ 1054 M : 5 LTR BOTTLE,20,169,3380,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01136/20-21,4-Jul-20,July,2020,5,5205,SUNDRY DEBTORS - DOMESTIC,QUALITY AGENCIES,INDIA,MADHYA PRADESH,INDORE,QUALITY AGENCIES,3930,TEKNOBRITE AZ 1054 R : 5 LTR BOTTLE,20,171,3420,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01137/20-21,4-Jul-20,July,2020,2,18389,SUNDRY DEBTORS - DOMESTIC,SHRI JAI BAJRANG WIRE PRODUCTS (Q.A.),INDIA,MADHYA PRADESH,KATNI,SHRI JAI BAJRANG WIRE PRODUCTS (Q.A.),19159,TEKNOBRITE AZ 1185 R : 30 LTR CARBOYS,240,142,34080,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01138/20-21,4-Jul-20,July,2020,4,16456,SUNDRY DEBTORS - DOMESTIC,HAZIRA CHEMICALS (KN),INDIA,KARNATAKA,BENGALURU,HAZIRA CHEMICALS (KN),35405,TEKNOBRITE AZ 4058 R : 5 LTR BOTTLE,30,125,3750,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01142/20-21,4-Jul-20,July,2020,1,22005,SUNDRY DEBTORS - DOMESTIC,SUNDRAM FASTENERS LTD. [V.CODE - 36407],INDIA,TAMILNADU,MADURAI,SUNDRAM FASTENERS LTD. [V.CODE - 36407],4349,TEKNOBRITE AZ 3054 R (SFL) : 5 LTR BOTTLE,120,79,9480,ARTEK EXPORTS - TARAPUR,1526,MADURAI/TRICHY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01146/20-21,4-Jul-20,July,2020,4,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,52031,TEKNOBRITE AZ 2785 R : 5 LTR BOTTLE,30,136,4080,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01147/20-21,4-Jul-20,July,2020,1,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,9784,KEMPAS BL 100 : 5 LTR BOTTLE,60,111,6660,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00710/20-21,22-Jun-20,June,2020,4,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),20346,MILLENIUM NCZ 1121 C : 5 LTR BOTTLE,10,182,1820,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00711/20-21,22-Jun-20,June,2020,2,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),4234,TEKNOBRITE AZ 2048 M : 5 LTR BOTTLE,50,106,5300,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00711/20-21,22-Jun-20,June,2020,5,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),9822,KEMPAS BL 200 : 5 LTR BOTTLE,50,170,8500,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00712/20-21,22-Jun-20,June,2020,1,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),5246,SURFOLIN U - 25 : 5 KGS BOTTLE,10,102,1020,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00713/20-21,22-Jun-20,June,2020,3,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),41693,MILLENIUM NCZ 2121 B : 30 LTR CARBOYS,30,86,2580,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00714/20-21,22-Jun-20,June,2020,1,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),38391,ALUMAX CLEAN ALT 1 : 30 KGS BAG,30,129,3870,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00715/20-21,22-Jun-20,June,2020,2,19001,SUNDRY DEBTORS - DOMESTIC,SHREE KUBER K. TRADING CO. (S),INDIA,MAHARASHTRA,PALGHAR,SHREE KUBER K. TRADING CO. (S),4065,TEKNOBRITE AZ 1085 R : 30 LTR CARBOYS,450,174,78300,ARTEK EXPORTS - TARAPUR,333,S. G. GOSAR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00791/20-21,24-Jun-20,June,2020,2,4798,SUNDRY DEBTORS - DOMESTIC,GAYATRI AGENCIES,INDIA,GUJARAT,VAPI,GAYATRI AGENCIES,4234,TEKNOBRITE AZ 2048 M : 5 LTR BOTTLE,30,113.98,3419.4,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00793/20-21,24-Jun-20,June,2020,5,10970,SUNDRY DEBTORS - DOMESTIC,ASHUTOSH CHEMICALS,INDIA,UTTAR PRADESH,ALIGARH,ASHUTOSH CHEMICALS,3873,TEKNOBRITE AZ 1048 R : 5 LTR BOTTLE,300,146,43800,ARTEK EXPORTS - TARAPUR,710,DELHI - ASHUTOSH ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00797/20-21,24-Jun-20,June,2020,2,18714,SUNDRY DEBTORS - DOMESTIC,K.G.N. ELECTROPLATING WORKS (Q.A.),INDIA,MADHYA PRADESH,JABALPUR,K.G.N. ELECTROPLATING WORKS (Q.A.),3928,TEKNOBRITE AZ 1054 R : 30 LTR CARBOYS,60,165,9900,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00798/20-21,24-Jun-20,June,2020,2,5203,SUNDRY DEBTORS - DOMESTIC,PUSHPA CHEMICALS [N],INDIA,KARNATAKA,BANGALORE URBAN,PUSHPA CHEMICALS [N],38413,MILLENIUM NCZ 2221 C : 30 LTR CARBOYS,120,127.05,15246,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00800/20-21,24-Jun-20,June,2020,2,17557,SUNDRY DEBTORS - DOMESTIC,KRISHNA CHEMICALS (KN),INDIA,KARNATAKA,BANGALORE URBAN,KRISHNA CHEMICALS (KN),5138,SURFOLIN NC 924 : 30 KGS BAG,30,100,3000,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00800/20-21,24-Jun-20,June,2020,5,17557,SUNDRY DEBTORS - DOMESTIC,KRISHNA CHEMICALS (KN),INDIA,KARNATAKA,BANGALORE URBAN,KRISHNA CHEMICALS (KN),14691,KEMPAS SEAL ZR : 5 LTR BOTTLE,10,207,2070,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00803/20-21,24-Jun-20,June,2020,1,22010,SUNDRY DEBTORS - DOMESTIC,GOMATHI TRADERS,INDIA,KERALA,KOCHI,GOMATHI TRADERS,53976,TEKNOBRITE AZ 2154 M (K) : 30 LTRS CARBOYS,90,99,8910,ARTEK EXPORTS - TARAPUR,1526,MADURAI/TRICHY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00805/20-21,24-Jun-20,June,2020,1,19048,SUNDRY DEBTORS - DOMESTIC,PACE AUTOPARTS PVT. LTD.,INDIA,MAHARASHTRA,PUNE,PACE AUTOPARTS PVT. LTD.,46595,SUPERSTAR AQ 50 MAINT. SOLUTION(AM):30 LTR CARBOYS,600,183,109800,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHROME PLATING,CHROME AQ,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01101/20-21,3-Jul-20,July,2020,4,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,48498,SEAF CHROME SALT FBD : 50 KGS DRUM,50,392,19600,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01104/20-21,3-Jul-20,July,2020,3,4751,SUNDRY DEBTORS - DOMESTIC,EMTECH ENTERPRISES,INDIA,PUNJAB,CHANDIGARH [PUNJAB],EMTECH ENTERPRISES,45200,TEKNOBRITE AZ 1085 R (..) : 30 LTRS CARBOY,600,148.5,89100,ARTEK EXPORTS - TARAPUR,712,DELHI - EMTECH ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01106/20-21,3-Jul-20,July,2020,4,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,20763,MILLENIUM NCZ 1121 C : 30 LTR CARBOYS,90,133.22,11989.8,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01109/20-21,3-Jul-20,July,2020,1,11534,SUNDRY DEBTORS - DOMESTIC,SAI ELECTROCHEM,INDIA,GUJARAT,AHMEDABAD,SAI ELECTROCHEM,51272,KEMPAS STP 118 : 5 LTR BOTTLE,10,225.75,2257.5,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01116/20-21,3-Jul-20,July,2020,2,5376,SUNDRY DEBTORS - DOMESTIC,SHREE MAHAVIR CHEMICALS (JA),INDIA,RAJASTHAN,JAIPUR,SHREE MAHAVIR CHEMICALS (JA),45209,TEKNOBRITE AZ 2048 R (..) : 30 LTRS CARBOY,600,128,76800,ARTEK EXPORTS - TARAPUR,303,DELHI - MAHAVIR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01116/20-21,3-Jul-20,July,2020,3,5376,SUNDRY DEBTORS - DOMESTIC,SHREE MAHAVIR CHEMICALS (JA),INDIA,RAJASTHAN,JAIPUR,SHREE MAHAVIR CHEMICALS (JA),28105,TEKNOBRITE AZ 1268 M : 30 LTR CARBOYS,300,103,30900,ARTEK EXPORTS - TARAPUR,303,DELHI - MAHAVIR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01121/20-21,3-Jul-20,July,2020,5,4556,SUNDRY DEBTORS - DOMESTIC,AJANTA CHEMICALS & MINERALS,INDIA,UTTAR PRADESH,KANPUR,AJANTA CHEMICALS & MINERALS,20344,MILLENIUM NCZ 1121 A : 30 LTR CARBOYS,300,167,50100,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01148/20-21,4-Jul-20,July,2020,2,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,20344,MILLENIUM NCZ 1121 A : 30 LTR CARBOYS,90,168,15120,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01149/20-21,4-Jul-20,July,2020,3,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,40162,MILLENIUM HS 1621 C : 30 LTR CARBOYS,30,119,3570,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
